individual_1 individual_2 pedigree.relationship pedigree.degree kin kin0 ibs0 ibs1 ibs2 ibs02 ibs12 ibs01 j1 j2 j3 j4 j5 j6 j7 j8 j9
Test1_g2-b1-s1 Test1_g4-b1-i26 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i38 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b16-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b6-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i36 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i43 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i40 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i8 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b20-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i28 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i23 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b12-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i7 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b22-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i33 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b4-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i50 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i42 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i48 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i19 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i4 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b25-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i37 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b17-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i20 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b1-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i5 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i12 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b17-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b14-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b4-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b10-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i7 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b8-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i18 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i41 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i24 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b13-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i41 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i2 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b21-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i35 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i44 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i29 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i47 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i21 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b30-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b15-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i14 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i47 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i3 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b21-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i24 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b2-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i38 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b28-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i9 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b9-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i30 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b9-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i6 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b27-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b29-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b5-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i30 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i17 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i37 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b24-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i27 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b19-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i32 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i20 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b23-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b8-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i32 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i16 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i21 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i43 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i46 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i19 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b20-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i44 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g4-b1-i13 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i40 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b18-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b26-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i13 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g3-b14-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b19-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b1-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i28 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g3-b10-i1 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i50 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i10 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-s1 Test1_g4-b1-i33 GP 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i37 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i7 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i11 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i27 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i37 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i8 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i14 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i9 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i35 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i41 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i5 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i25 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i4 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i33 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i48 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i36 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i44 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i11 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i3 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i38 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i39 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i28 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i43 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i43 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i46 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i16 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i44 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i12 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i32 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i34 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i5 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i17 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i23 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i17 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i12 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i21 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i40 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i8 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i6 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i28 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i13 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i20 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i10 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i30 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i19 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i2 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i40 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i1 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i46 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i42 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i26 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i22 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i34 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i26 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i24 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i13 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i31 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i14 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i22 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i6 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i9 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i49 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i7 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i50 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i50 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i33 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i32 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i27 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i45 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i19 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i16 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i24 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i4 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i42 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i1 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i18 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i3 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i15 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i20 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i31 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i45 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i29 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i38 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i49 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i48 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i35 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i41 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i47 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i23 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i21 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i10 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i30 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i25 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i2 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i36 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i39 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-i1 Test1_g4-b1-i15 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i29 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i18 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g1-b1-s1 Test1_g4-b1-i47 GGP 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i6 Test1_g4-b1-i26 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i9 Test1_g4-b1-i47 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i5 Test1_g4-b1-i29 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i23 Test1_g4-b1-i32 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
