individual_1 individual_2 pedigree.relationship pedigree.degree kin kin0 ibs0 ibs1 ibs2 ibs02 ibs12 ibs01 j1 j2 j3 j4 j5 j6 j7 j8 j9
Test1_g4-b1-i32 Test1_g4-b1-i49 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i26 Test1_g4-b1-i30 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i32 Test1_g4-b1-i43 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i3 Test1_g4-b1-i31 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i38 Test1_g4-b1-i39 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g2-b15-i1 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i10 Test1_g4-b1-i27 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i48 Test1_g4-b1-i49 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i12 Test1_g4-b1-i42 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i26 Test1_g4-b1-i29 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i8 Test1_g4-b1-i14 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i11 Test1_g4-b1-i33 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i17 Test1_g4-b1-i49 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i15 Test1_g4-b1-i28 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g2-b7-i1 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i42 Test1_g4-b1-i44 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i6 Test1_g4-b1-i39 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i14 Test1_g4-b1-i48 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i19 Test1_g4-b1-i38 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i4 Test1_g4-b1-i44 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i10 Test1_g4-b1-i23 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i26 Test1_g4-b1-i45 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i5 Test1_g4-b1-i16 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i22 Test1_g4-b1-i23 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i22 Test1_g4-b1-i29 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i1 Test1_g4-b1-i41 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i38 Test1_g4-b1-i49 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i34 Test1_g4-b1-i35 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i39 Test1_g4-b1-i48 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i5 Test1_g4-b1-i46 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i10 Test1_g4-b1-i26 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i25 Test1_g4-b1-i31 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i17 Test1_g4-b1-i27 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i8 Test1_g4-b1-i23 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i41 Test1_g4-b1-i47 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i36 Test1_g4-b1-i45 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i5 Test1_g4-b1-i25 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i12 Test1_g4-b1-i26 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g2-b10-i1 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i8 Test1_g4-b1-i45 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i13 Test1_g4-b1-i42 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i26 Test1_g4-b1-i33 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i3 Test1_g4-b1-i28 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i40 Test1_g4-b1-i43 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i37 Test1_g4-b1-i43 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i4 Test1_g4-b1-i32 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i36 Test1_g4-b1-i43 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i9 Test1_g4-b1-i38 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i11 Test1_g4-b1-i13 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i29 Test1_g4-b1-i50 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i7 Test1_g4-b1-i46 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i4 Test1_g4-b1-i18 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i2 Test1_g4-b1-i43 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i28 Test1_g4-b1-i41 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i12 Test1_g4-b1-i13 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i18 Test1_g4-b1-i38 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i32 Test1_g4-b1-i41 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i2 Test1_g4-b1-i38 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i26 Test1_g4-b1-i47 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i18 Test1_g4-b1-i35 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i16 Test1_g4-b1-i34 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i21 Test1_g4-b1-i25 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i25 Test1_g4-b1-i40 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i8 Test1_g4-b1-i13 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i5 Test1_g4-b1-i19 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i15 Test1_g4-b1-i20 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i9 Test1_g4-b1-i29 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i21 Test1_g4-b1-i38 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i11 Test1_g4-b1-i35 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i1 Test1_g4-b1-i4 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i30 Test1_g4-b1-i42 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i19 Test1_g4-b1-i36 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i25 Test1_g4-b1-i38 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i1 Test1_g4-b1-i3 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i17 Test1_g4-b1-i21 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i1 Test1_g4-b1-i25 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i32 Test1_g4-b1-i34 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i35 Test1_g4-b1-i50 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i22 Test1_g4-b1-i42 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i12 Test1_g4-b1-i30 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i13 Test1_g4-b1-i48 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i18 Test1_g4-b1-i43 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i9 Test1_g4-b1-i31 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g2-b14-i1 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i3 Test1_g4-b1-i26 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i30 Test1_g4-b1-i37 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i41 Test1_g4-b1-i44 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i12 Test1_g4-b1-i43 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g2-b9-i1 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i43 Test1_g4-b1-i45 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i5 Test1_g4-b1-i15 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i20 Test1_g4-b1-i29 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i2 Test1_g4-b1-i28 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i20 Test1_g4-b1-i33 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i34 Test1_g4-b1-i48 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g4-b1-i28 Test1_g4-b1-i42 FS 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b29-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g3-b9-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b26-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b8-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g3-b9-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g3-b28-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g2-b4-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g3-b21-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g3-b15-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g3-b4-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g3-b28-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g3-b2-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g3-b20-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g3-b12-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g3-b11-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g3-b25-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g3-b14-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b12-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b26-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g3-b30-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g3-b18-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g3-b21-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b22-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g3-b2-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g3-b24-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g3-b27-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g3-b21-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b30-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g3-b18-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b14-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b13-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b23-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b22-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g3-b10-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g3-b2-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g3-b29-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g3-b3-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g3-b2-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g3-b7-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b10-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b5-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g3-b19-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g3-b22-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g3-b17-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g2-b8-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g3-b18-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g3-b29-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b6-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b24-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g3-b28-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b12-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g3-b21-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g3-b9-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b6-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g3-b4-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g3-b27-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g3-b2-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g3-b15-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g3-b10-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g3-b15-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b19-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g3-b5-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g3-b6-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g3-b6-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b21-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g3-b12-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g3-b17-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g3-b22-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g2-b5-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g3-b27-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g3-b27-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g3-b5-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g3-b29-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b25-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g2-b10-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g3-b20-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g3-b16-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g3-b14-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g3-b30-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g3-b11-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g3-b15-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b30-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g3-b10-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b16-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g3-b14-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g3-b5-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g3-b27-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g3-b7-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g3-b9-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g3-b18-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g3-b20-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b18-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g3-b20-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g3-b2-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b1-i1 Test1_g3-b19-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g3-b19-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g3-b15-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g3-b16-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g3-b28-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g2-b12-i1 Uncle 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i27 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g4-b1-i5 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i10 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i12 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i13 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
